Time (hours),Date/Time,Temperature (ºC)_incubator,Humidity (%RH)_incubator,Pressure (hPA)_incubator,Light (lux)_incubator,Temperature (ºC)_hypomagnetic,Humidity (%RH)_hypomagnetic,Pressure (hPA)_hypomagnetic,Light (lux)_hypomagnetic
3.3833333333333333,2024-06-06 23:23:00+00:00,20.55,60.935,999.05,0.0,20.285,62.18,999.6775,0.0
3.3666666666666667,2024-06-06 23:22:00+00:00,20.5575,60.9375,999.0325,0.0,20.2775,62.155,999.6625,0.0
3.35,2024-06-06 23:21:00+00:00,20.57333333333333,60.95666666666667,999.02,0.0,20.2875,62.16,999.665,0.0
3.3333333333333335,2024-06-06 23:20:00+00:00,20.56,60.935,999.035,0.0,20.295,62.157500000000006,999.69,0.0
3.316666666666667,2024-06-06 23:19:00+00:00,20.5725,60.947500000000005,999.0625,0.0,20.2875,62.1725,999.715,0.0
3.3,2024-06-06 23:18:00+00:00,20.5625,60.94499999999999,999.08,0.0,20.2925,62.145,999.73,0.0
3.283333333333333,2024-06-06 23:17:00+00:00,20.566666666666663,60.95000000000001,999.09,0.0,20.29,62.1575,999.7275,0.0
3.2666666666666666,2024-06-06 23:16:00+00:00,20.5525,60.9275,999.1,0.0,20.2775,62.165,999.7375,0.0
3.25,2024-06-06 23:15:00+00:00,20.5625,60.9375,999.0975,0.0,20.295,62.1525,999.735,0.0
3.2333333333333334,2024-06-06 23:14:00+00:00,20.56,60.915,999.0975,0.0,20.28,62.1375,999.73,0.0
3.216666666666667,2024-06-06 23:13:00+00:00,20.55666666666667,60.93,999.09,0.0,20.28,62.14000000000001,999.735,0.0
3.2,2024-06-06 23:12:00+00:00,20.555,60.935,999.095,0.0,20.29,62.1425,999.76,0.0
3.183333333333333,2024-06-06 23:11:00+00:00,20.56,60.905,999.095,0.0,20.285,62.1325,999.76,0.0
3.1666666666666665,2024-06-06 23:10:00+00:00,20.57333333333333,60.92666666666667,999.11,0.0,20.29,62.14999999999999,999.755,0.0
3.15,2024-06-06 23:09:00+00:00,20.56,60.93,999.13,0.0,20.2725,62.145,999.76,0.0
3.1333333333333333,2024-06-06 23:08:00+00:00,20.56,60.91,999.18,0.0,20.275,62.1475,999.7675,0.0
3.1166666666666667,2024-06-06 23:07:00+00:00,20.566666666666663,60.91,999.11,0.0,20.2875,62.13,999.7625,0.0
3.1,2024-06-06 23:06:00+00:00,20.5725,60.92,999.1675,0.0,20.28,62.1275,999.8125,0.0
3.0833333333333335,2024-06-06 23:05:00+00:00,20.58666666666667,60.906666666666666,999.1433333333332,0.0,20.29,62.1325,999.7975,0.0
3.066666666666667,2024-06-06 23:04:00+00:00,20.58,60.91,999.12,0.0,20.2725,62.12,999.8175,0.0
3.05,2024-06-06 23:03:00+00:00,20.55,60.89666666666667,999.1733333333332,0.0,20.28,62.13,999.825,0.0
3.033333333333333,2024-06-06 23:02:00+00:00,20.5625,60.89,999.195,0.0,20.27,62.127500000000005,999.8675,0.0
3.0166666666666666,2024-06-06 23:01:00+00:00,20.5525,60.9025,999.1975,0.0,20.285,62.13,999.88,0.0
3.0,2024-06-06 23:00:00+00:00,20.55,60.88,999.22,0.0,20.2875,62.120000000000005,999.8825,0.0
2.9833333333333334,2024-06-06 22:59:00+00:00,20.57333333333333,60.88666666666666,999.2433333333332,0.0,20.28,62.1075,999.8975,0.0
2.966666666666667,2024-06-06 22:58:00+00:00,20.5625,60.8875,999.2575,0.0,20.2675,62.115,999.9375,0.0
2.95,2024-06-06 22:57:00+00:00,20.56,60.88,999.24,0.0,20.2575,62.125,999.945,0.0
2.933333333333333,2024-06-06 22:56:00+00:00,20.56,60.9,999.28,0.0,20.2725,62.1275,999.9625,0.0
2.9166666666666665,2024-06-06 22:55:00+00:00,20.56,60.88,999.3,0.0,20.27,62.1275,999.975,0.0
2.9,2024-06-06 22:54:00+00:00,20.56,60.89,999.2875,0.0,20.2725,62.1075,999.9875,0.0
2.8833333333333333,2024-06-06 22:53:00+00:00,20.5725,60.8725,999.335,0.0,20.27,62.115,1000.0425,0.0
2.8666666666666667,2024-06-06 22:52:00+00:00,20.555,60.8825,999.37,0.0,20.265,62.14,1000.06,0.0
2.85,2024-06-06 22:51:00+00:00,20.59,60.870000000000005,999.37,0.0,20.2775,62.1125,1000.055,0.0
2.8333333333333335,2024-06-06 22:50:00+00:00,20.5675,60.8725,999.4225,0.0,20.26,62.105,1000.075,0.0
2.816666666666667,2024-06-06 22:49:00+00:00,20.565,60.8725,999.3925,0.0,20.275,62.12,1000.085,0.0
2.8,2024-06-06 22:48:00+00:00,20.57,60.873333333333335,999.4033333333332,0.0,20.2675,62.115,1000.085,0.0
2.783333333333333,2024-06-06 22:47:00+00:00,20.55333333333333,60.85666666666666,999.4066666666666,0.0,20.265,62.11,1000.0825,0.0
2.7666666666666666,2024-06-06 22:46:00+00:00,20.57,60.8725,999.3825,0.0,20.2625,62.1075,1000.0775,0.0
2.75,2024-06-06 22:45:00+00:00,20.58,60.86000000000001,999.39,0.0,20.26,62.11,1000.0825,0.0
2.7333333333333334,2024-06-06 22:44:00+00:00,20.55666666666667,60.85,999.4366666666668,0.0,20.2725,62.135,1000.0975,0.0
2.716666666666667,2024-06-06 22:43:00+00:00,20.53,60.86,999.39,0.0,20.26,62.1075,1000.095,0.0
2.7,2024-06-06 22:42:00+00:00,20.56,60.855,999.42,0.0,20.255000000000003,62.1225,1000.1,0.0
2.683333333333333,2024-06-06 22:41:00+00:00,20.5475,60.8425,999.3875,0.0,20.2675,62.1175,1000.0975,0.0
2.6666666666666665,2024-06-06 22:40:00+00:00,20.5675,60.8475,999.4125,0.0,20.25,62.115,1000.09,0.0
2.65,2024-06-06 22:39:00+00:00,20.56,60.855,999.415,0.0,20.26,62.1025,1000.0925,0.0
2.6333333333333333,2024-06-06 22:38:00+00:00,20.56,60.84,999.42,0.0,20.2525,62.1075,1000.085,0.0
2.6166666666666667,2024-06-06 22:37:00+00:00,20.555,60.8475,999.4275,0.0,20.255,62.12,1000.0925,0.0
2.6,2024-06-06 22:36:00+00:00,20.5575,60.835,999.44,0.0,20.2575,62.1225,1000.1225,0.0
2.5833333333333335,2024-06-06 22:35:00+00:00,20.58,60.84,999.45,0.0,20.26,62.127500000000005,1000.1325,0.0
2.566666666666667,2024-06-06 22:34:00+00:00,20.56,60.84,999.43,0.0,20.2525,62.1325,1000.135,0.0
2.55,2024-06-06 22:33:00+00:00,20.56,60.8425,999.44,0.0,20.2475,62.1425,1000.1175,0.0
