Time (hours),Date/Time,Temperature (ºC)_incubator,Humidity (%RH)_incubator,Pressure (hPA)_incubator,Light (lux)_incubator,Temperature (ºC)_hypomagnetic,Humidity (%RH)_hypomagnetic,Pressure (hPA)_hypomagnetic,Light (lux)_hypomagnetic
24.0,2024-09-19 10:00:00+00:00,20.0525,66.5275,999.2425,0,20.142500000000002,61.19,999.835,0
23.983333333333334,2024-09-19 09:59:00+00:00,20.0425,66.5125,999.25,0,20.1475,61.1825,999.8125,0
23.966666666666665,2024-09-19 09:58:00+00:00,20.055,66.50500000000001,999.2675,0,20.14,61.175,999.835,0
23.95,2024-09-19 09:57:00+00:00,20.0525,66.515,999.2625,0,20.145000000000003,61.190000000000005,999.845,0
23.933333333333334,2024-09-19 09:56:00+00:00,20.0575,66.505,999.275,0,20.145000000000003,61.18,999.8575,0
23.916666666666668,2024-09-19 09:55:00+00:00,20.0575,66.525,999.3,0,20.145000000000003,61.1625,999.84,0
23.9,2024-09-19 09:54:00+00:00,20.0425,66.51,999.3025,0,20.1525,61.175,999.8625,0
23.883333333333333,2024-09-19 09:53:00+00:00,20.0625,66.505,999.305,0,20.1475,61.1925,999.8825,0
23.866666666666667,2024-09-19 09:52:00+00:00,20.07,66.51749999999998,999.3025,0,20.157500000000002,61.1725,999.8575,0
23.85,2024-09-19 09:51:00+00:00,20.065,66.5025,999.31,0,20.150000000000002,61.175,999.8625,0
23.833333333333332,2024-09-19 09:50:00+00:00,20.0625,66.515,999.3225,0,20.142500000000002,61.1875,999.88,0
23.816666666666666,2024-09-19 09:49:00+00:00,20.0575,66.51249999999999,999.305,0,20.157500000000002,61.1625,999.875,0
23.8,2024-09-19 09:48:00+00:00,20.0675,66.50750000000001,999.32,0,20.1475,61.175,999.8825,0
23.783333333333335,2024-09-19 09:47:00+00:00,20.06,66.51,999.31,0,20.1475,61.1625,999.9025,0
23.766666666666666,2024-09-19 09:46:00+00:00,20.065,66.51,999.325,0,20.1525,61.18,999.895,0
23.75,2024-09-19 09:45:00+00:00,20.0625,66.505,999.3175,0,20.150000000000002,61.1725,999.8975,0
23.733333333333334,2024-09-19 09:44:00+00:00,20.04,66.51,999.3125,0,20.145000000000003,61.17,999.89,0
23.716666666666665,2024-09-19 09:43:00+00:00,20.0625,66.52,999.31,0,20.157500000000002,61.1625,999.9075,0
23.7,2024-09-19 09:42:00+00:00,20.0575,66.5025,999.32,0,20.145000000000003,61.182500000000005,999.885,0
23.683333333333334,2024-09-19 09:41:00+00:00,20.0525,66.50999999999999,999.3275,0,20.157500000000002,61.1625,999.8875,0
23.666666666666668,2024-09-19 09:40:00+00:00,20.0475,66.5125,999.3325,0,20.137500000000003,61.165,999.9025,0
23.65,2024-09-19 09:39:00+00:00,20.0475,66.5075,999.3375,0,20.1475,61.1775,999.925,0
23.633333333333333,2024-09-19 09:38:00+00:00,20.05,66.5025,999.365,0,20.155,61.155,999.93,0
23.616666666666667,2024-09-19 09:37:00+00:00,20.055,66.51249999999999,999.385,0,20.1475,61.1625,999.93,0
23.6,2024-09-19 09:36:00+00:00,20.0575,66.5125,999.3725,0,20.1525,61.155,999.9425,0
23.583333333333332,2024-09-19 09:35:00+00:00,20.05,66.5025,999.405,0,20.145000000000003,61.165,999.9675,0
23.566666666666666,2024-09-19 09:34:00+00:00,20.0575,66.5125,999.3975,0,20.1475,61.155,999.985,0
23.55,2024-09-19 09:33:00+00:00,20.0575,66.505,999.3925,0,20.145000000000003,61.155,999.97,0
23.533333333333335,2024-09-19 09:32:00+00:00,20.0475,66.5225,999.43,0,20.150000000000002,61.1625,999.98,0
23.516666666666666,2024-09-19 09:31:00+00:00,20.06,66.5175,999.43,0,20.145000000000003,61.1525,1000.015,0
23.5,2024-09-19 09:30:00+00:00,20.0675,66.515,999.43,0,20.145000000000003,61.1675,1000.0,0
23.483333333333334,2024-09-19 09:29:00+00:00,20.0525,66.5175,999.4375,0,20.145000000000003,61.155,1000.0275,0
23.466666666666665,2024-09-19 09:28:00+00:00,20.0625,66.50750000000001,999.4325,0,20.14,61.1625,1000.0075,0
23.45,2024-09-19 09:27:00+00:00,20.055,66.525,999.4475,0,20.165000000000003,61.15,1000.0025,0
23.433333333333334,2024-09-19 09:26:00+00:00,20.05,66.5075,999.445,0,20.157500000000002,61.14999999999999,1000.015,0
23.416666666666668,2024-09-19 09:25:00+00:00,20.05,66.505,999.445,0,20.1525,61.165000000000006,1000.02,0
23.4,2024-09-19 09:24:00+00:00,20.0625,66.52,999.4575,0,20.1525,61.1475,1000.0375,0
23.383333333333333,2024-09-19 09:23:00+00:00,20.055,66.5025,999.485,0,20.137500000000003,61.15,1000.05,0
23.366666666666667,2024-09-19 09:22:00+00:00,20.055,66.52499999999999,999.4975,0,20.1475,61.16,1000.065,0
23.35,2024-09-19 09:21:00+00:00,20.06,66.5125,999.5,0,20.150000000000002,61.1475,1000.0775,0
23.333333333333332,2024-09-19 09:20:00+00:00,20.055,66.525,999.5125,0,20.137500000000003,61.1475,1000.09,0
23.316666666666666,2024-09-19 09:19:00+00:00,20.055,66.515,999.5075,0,20.157500000000002,61.15,1000.0525,0
23.3,2024-09-19 09:18:00+00:00,20.055,66.5075,999.5025,0,20.157500000000002,61.1425,1000.0825,0
23.283333333333335,2024-09-19 09:17:00+00:00,20.0525,66.51749999999998,999.5125,0,20.145000000000003,61.135,1000.0925,0
23.266666666666666,2024-09-19 09:16:00+00:00,20.0625,66.52250000000001,999.4925,0,20.142500000000002,61.14750000000001,1000.0825,0
23.25,2024-09-19 09:15:00+00:00,20.0575,66.50750000000001,999.49,0,20.155,61.1475,1000.07,0
23.233333333333334,2024-09-19 09:14:00+00:00,20.05,66.5225,999.5125,0,20.150000000000002,61.14,1000.0875,0
23.216666666666665,2024-09-19 09:13:00+00:00,20.055,66.5,999.5,0,20.150000000000002,61.1425,1000.07,0
23.2,2024-09-19 09:12:00+00:00,20.0575,66.5125,999.5125,0,20.150000000000002,61.135,1000.075,0
23.183333333333334,2024-09-19 09:11:00+00:00,20.0575,66.52250000000001,999.5175,0,20.155,61.14,1000.09,0
23.166666666666668,2024-09-19 09:10:00+00:00,20.0575,66.5175,999.49,0,20.135,61.145,1000.0775,0
23.15,2024-09-19 09:09:00+00:00,20.0525,66.51750000000001,999.485,0,20.150000000000002,61.1375,1000.075,0
23.133333333333333,2024-09-19 09:08:00+00:00,20.07,66.51,999.51,0,20.145000000000003,61.13,1000.0475,0
23.116666666666667,2024-09-19 09:07:00+00:00,20.0475,66.515,999.5,0,20.145000000000003,61.125,1000.065,0
23.1,2024-09-19 09:06:00+00:00,20.0525,66.50999999999999,999.4825,0,20.142500000000002,61.1425,1000.07,0
23.083333333333332,2024-09-19 09:05:00+00:00,20.055,66.5125,999.495,0,20.137500000000003,61.13,1000.06,0
23.066666666666666,2024-09-19 09:04:00+00:00,20.0475,66.5075,999.47,0,20.155,61.14,1000.06,0
23.05,2024-09-19 09:03:00+00:00,20.045,66.525,999.48,0,20.145000000000003,61.125,1000.0325,0
23.033333333333335,2024-09-19 09:02:00+00:00,20.0475,66.4975,999.4925,0,20.155,61.115,1000.035,0
23.016666666666666,2024-09-19 09:01:00+00:00,20.0525,66.52,999.515,0,20.14,61.125,1000.06,0
23.0,2024-09-19 09:00:00+00:00,20.0525,66.50999999999999,999.53,0,20.145000000000003,61.1075,1000.0775,0
22.983333333333334,2024-09-19 08:59:00+00:00,20.0575,66.52,999.5425,0,20.142500000000002,61.1175,1000.095,0
22.966666666666665,2024-09-19 08:58:00+00:00,20.0525,66.5125,999.535,0,20.14,61.115,1000.085,0
22.95,2024-09-19 08:57:00+00:00,20.0675,66.52000000000001,999.5525,0,20.157500000000002,61.1275,1000.115,0
22.933333333333334,2024-09-19 08:56:00+00:00,20.055,66.52499999999999,999.5375,0,20.137500000000003,61.115,1000.095,0
22.916666666666668,2024-09-19 08:55:00+00:00,20.065,66.51,999.5425,0,20.1525,61.0925,1000.1025,0
